Gender,Age_Group,Income_Level,Shop_Frequency,Product_Type,Salary,Monthly_Purchase
1,1,1,1,1,20444,0
2,2,1,2,5,28870,4
2,2,1,2,5,29987,4
2,1,1,1,2,19420,1
1,1,1,1,1,27864,0
2,2,1,2,3,14802,5
2,3,2,2,6,44730,5
1,1,1,1,1,28669,0
1,2,2,3,3,55463,10
2,3,3,3,7,96408,9
2,3,2,2,4,51180,4
1,3,2,2,6,59618,3
2,1,1,1,1,26122,1
2,3,3,3,5,90086,9
1,1,3,1,3,65297,1
1,2,2,3,1,42236,12
1,3,2,2,6,39279,4
2,2,2,3,3,54385,13
1,2,3,2,6,63642,3
1,2,3,2,6,80642,5
1,2,2,3,1,59750,8
2,2,2,3,1,36646,7
1,1,3,1,5,88611,1
1,2,2,3,4,54486,10
1,1,1,1,2,22274,1
2,2,1,2,5,26858,5
2,3,3,3,6,64993,13
1,1,3,1,5,95141,1
1,3,2,2,6,43744,5
1,2,2,3,4,54783,13
1,2,2,3,1,41875,10
1,2,3,2,6,93296,5
2,3,3,3,7,79888,13
1,1,3,1,5,61058,1
1,2,3,2,6,91373,4
2,2,1,2,4,16350,4
2,1,1,1,2,28672,0
1,2,3,2,6,80724,3
1,1,1,1,2,22517,1
2,3,3,3,6,86651,8
2,3,3,3,5,76151,13
1,1,3,1,4,62400,0
2,3,2,2,4,35908,4
1,1,1,1,1,14090,1
2,1,1,1,2,19032,1
1,2,2,3,1,44104,14
1,1,1,1,2,24619,1
1,1,1,1,1,20891,1
1,3,2,2,4,49008,3
2,3,2,2,2,55215,5
2,2,1,2,3,22762,3
1,1,3,1,3,87054,1
2,1,1,1,1,27267,1
2,2,1,2,4,11704,4
1,1,3,1,5,87606,0
1,3,2,2,4,54113,5
1,3,2,2,4,34437,3
2,2,1,2,4,26638,5
1,2,3,2,6,80032,3
1,1,1,1,1,13580,0
1,2,3,2,7,60018,5
1,2,3,2,7,60947,3
1,1,1,1,1,23658,0
1,3,2,2,2,42088,4
1,3,2,2,4,35392,4
1,2,2,3,4,45169,12
2,2,1,2,3,10425,5
2,1,1,1,2,14565,0
1,2,2,3,3,44582,11
1,2,3,2,6,67940,4
2,3,2,2,6,40036,4
2,3,3,3,6,80223,10
1,3,2,2,2,30564,4
1,1,3,1,4,73168,1
1,2,2,3,4,35715,7
1,1,3,1,5,68417,1
2,3,2,2,6,58516,4
2,2,2,3,3,54661,9
2,3,3,3,7,73940,9
2,3,3,3,7,93260,8
2,2,2,3,3,41172,7
2,2,1,2,3,29456,5
2,1,1,1,1,19006,0
1,3,2,2,4,40285,3
1,1,1,1,1,14084,0
1,3,2,2,6,31098,3
2,3,3,3,5,62606,8
2,1,1,1,1,22921,1
2,2,2,3,3,47804,12
2,3,2,2,4,41284,5
2,2,2,3,4,34746,11
1,1,1,1,2,18721,0
1,2,3,2,6,62379,5
1,2,2,3,3,49905,8
2,1,1,1,1,10702,1
2,3,3,3,6,68471,8
2,3,3,3,5,99697,7
1,2,2,3,1,37692,7
2,3,2,2,4,48269,4
2,3,3,3,6,86016,8
2,3,3,3,5,77204,12
2,3,3,3,5,87497,7
2,1,1,1,2,25714,1
1,1,1,1,1,21758,0
2,1,1,1,1,24536,0
1,3,2,2,2,47524,3
1,2,2,3,1,31465,11
1,3,2,2,2,56487,3
2,3,3,3,6,98809,13
1,3,2,2,2,32645,4
1,3,2,2,4,56451,5
1,3,2,2,6,39701,4
2,2,1,2,4,16071,5
2,2,1,2,3,13088,5
1,1,1,1,2,29570,1
2,2,2,3,1,59380,7
2,3,3,3,7,90273,7
2,1,1,1,2,27761,1
2,3,3,3,7,70667,9
2,3,2,2,4,38492,3
2,2,1,2,5,11703,3
1,3,2,2,2,45846,4
1,1,3,1,3,85273,1
1,3,2,2,4,41935,3
1,1,3,1,4,99189,0
2,1,1,1,2,29412,0
2,3,2,2,4,52717,5
1,3,2,2,6,45790,4
1,1,3,1,4,85497,1
2,2,2,3,4,43248,7
2,3,2,2,2,46104,3
1,3,2,2,2,36461,3
2,1,1,1,1,18178,1
1,2,3,2,6,67777,4
2,3,2,2,6,59335,3
1,3,2,2,2,58366,3
1,3,2,2,6,50320,3
1,2,2,3,1,42493,9
2,3,2,2,6,44928,4
1,1,3,1,4,68254,0
1,1,3,1,5,67522,1
2,2,1,2,5,11776,4
2,3,2,2,2,30892,3
2,3,2,2,6,53907,3
1,1,3,1,4,76024,0
2,1,1,1,2,20384,1
1,2,2,3,4,56936,9
1,2,2,3,1,39248,11
1,1,1,1,1,21208,1
2,1,1,1,2,20043,1
1,1,3,1,4,76847,1
1,3,2,2,2,44143,5
2,1,1,1,2,15852,1
1,1,3,1,4,86093,1
1,1,1,1,1,19503,1
1,1,3,1,4,60516,0
1,1,3,1,3,96081,0
2,1,1,1,2,25339,1
1,1,3,1,5,86003,1
2,1,1,1,1,28681,0
1,1,3,1,4,68258,1
2,3,2,2,2,30690,4
2,2,2,3,3,44301,7
1,1,1,1,2,22828,0
2,2,2,3,3,35229,12
1,3,2,2,6,34087,3
2,3,2,2,6,55943,5
2,3,3,3,5,95750,13
1,2,2,3,3,58540,14
2,2,1,2,5,27716,5
2,3,3,3,7,65518,14
2,1,1,1,1,11840,1
1,2,3,2,7,96572,5
2,3,2,2,6,44176,4
1,3,2,2,4,44108,3
1,2,2,3,1,46064,12
2,2,2,3,3,31493,10
2,2,2,3,4,50913,12
2,3,3,3,5,85478,10
1,2,3,2,7,70830,5
2,3,2,2,2,47262,3
2,2,1,2,5,25275,5
2,3,3,3,5,60830,10
2,3,3,3,7,88427,14
1,1,1,1,1,13669,1
1,3,2,2,2,47102,4
1,3,2,2,6,55579,5
1,2,3,2,6,88228,4
2,3,2,2,2,32766,4
1,2,2,3,4,43210,7
2,3,3,3,7,70114,7
1,1,1,1,1,13028,0
1,2,2,3,3,52659,11
2,2,2,3,1,57182,11
2,2,2,3,4,55833,7
1,2,3,2,7,77622,5
1,1,1,1,2,15276,1
1,2,2,3,1,36148,11
1,1,3,1,3,76501,0
2,1,1,1,2,27079,0
1,3,2,2,2,31253,4
2,2,2,3,3,53193,12
2,1,1,1,1,12222,1
1,2,2,3,1,39018,14
1,3,2,2,2,30573,4
1,2,3,2,6,66389,4
2,3,3,3,7,62271,11
2,3,2,2,2,30853,4
1,1,1,1,2,12149,0
2,2,1,2,5,29736,5
2,2,1,2,4,18484,3
1,3,2,2,2,57368,3
2,3,3,3,7,63299,9
2,3,3,3,5,67344,10
1,2,3,2,7,89243,3
2,1,1,1,1,19361,0
2,2,2,3,3,38487,13
1,1,3,1,4,70500,0
2,2,1,2,5,15807,3
1,2,3,2,6,71424,3
2,2,2,3,3,32380,10
2,2,2,3,3,54279,8
1,3,2,2,4,48592,3
1,2,2,3,3,38268,11
1,1,1,1,2,12419,1
2,3,3,3,5,86919,9
2,3,3,3,6,97981,7
2,2,1,2,4,27935,5
1,1,1,1,1,14330,1
1,1,3,1,5,62713,1
2,2,1,2,5,13572,3
2,3,2,2,6,51537,5
2,2,1,2,3,15876,4
2,3,2,2,6,52389,3
2,2,2,3,4,55821,14
1,2,3,2,6,67494,4
2,2,2,3,3,41065,9
2,3,3,3,5,86460,8
1,2,3,2,7,62807,4
2,2,1,2,4,19229,3
1,2,3,2,7,97082,3
2,3,3,3,7,83522,10
2,2,1,2,5,26982,5
2,2,1,2,3,14483,5
1,2,3,2,6,73090,4
2,3,2,2,4,49639,5
2,1,1,1,1,13323,0
2,1,1,1,1,11109,0
2,2,2,3,4,45939,11
1,3,2,2,6,57447,5
1,3,2,2,2,31733,5
2,2,1,2,5,13978,5
1,1,3,1,3,93725,1
2,2,1,2,5,17458,3
2,3,2,2,4,44237,4
1,2,3,2,7,77028,3
1,1,3,1,4,73262,1
1,2,3,2,6,86500,4
1,2,2,3,3,44533,10
1,1,1,1,1,12413,1
1,3,2,2,4,51284,3
1,2,3,2,6,85012,5
1,3,2,2,4,53840,3
1,3,2,2,2,38254,4
1,2,3,2,6,71629,4
1,2,2,3,4,32422,11
1,1,3,1,3,69889,1
1,3,2,2,6,34060,4
1,2,2,3,4,43048,13
2,2,1,2,3,26162,3
2,3,3,3,6,90424,7
1,2,2,3,1,41019,14
2,3,3,3,5,83234,9
1,1,3,1,3,78188,1
1,3,2,2,6,56407,3
1,2,3,2,6,74740,3
1,3,2,2,2,34811,3
1,1,1,1,2,28143,1
1,2,2,3,1,38051,13
1,1,3,1,3,92373,0
1,1,1,1,2,24069,1
2,3,2,2,6,58449,4
2,3,2,2,4,41155,4
1,2,3,2,6,84717,5
2,3,3,3,7,91162,14
2,2,1,2,3,28682,4
2,2,1,2,5,11346,5
2,3,2,2,2,56801,4
1,2,2,3,4,59238,10
2,1,1,1,1,23203,0
1,2,3,2,7,83588,5
1,1,3,1,5,64047,1
1,1,1,1,2,15001,0
2,1,1,1,1,15425,0
2,3,2,2,4,33164,4
2,3,2,2,2,54632,3
1,1,1,1,1,14750,0
2,2,1,2,4,28330,3
2,3,3,3,6,87755,7
2,2,1,2,4,29148,4
1,1,3,1,5,65025,0
1,3,2,2,6,40928,4
2,1,1,1,1,24946,1
1,3,2,2,2,49656,3
1,2,2,3,1,40799,13
2,3,2,2,2,42800,5
2,3,3,3,6,94454,8
2,2,1,2,3,10583,3
2,3,2,2,6,49957,5
2,3,2,2,2,52593,5
1,1,3,1,4,81121,0
1,2,2,3,4,34495,13
2,3,2,2,2,55656,5
2,1,1,1,2,12141,1
1,1,3,1,3,85723,1
2,3,2,2,6,44774,3
2,1,1,1,1,13574,1
2,3,2,2,2,34097,4
1,1,1,1,2,15175,1
1,1,3,1,5,76035,0
2,2,2,3,1,56549,7
1,1,3,1,5,81812,0
1,3,2,2,6,45943,3
1,1,3,1,3,65935,1
1,3,2,2,4,57252,3
1,2,3,2,7,74520,4
1,1,3,1,5,66514,1
2,1,1,1,1,28137,1
1,1,1,1,2,15062,0
2,2,1,2,5,29236,5
2,1,1,1,1,29294,1
1,2,2,3,3,50941,9
1,1,1,1,2,14311,1
2,3,3,3,5,77075,8
2,3,2,2,6,48569,5
2,3,3,3,5,75562,9
1,2,2,3,1,31766,8
2,2,2,3,1,59608,10
1,2,2,3,3,34831,12
2,1,1,1,1,24140,1
2,2,1,2,4,17524,3
2,3,3,3,5,89675,7
2,3,3,3,6,65254,10
2,3,3,3,7,84138,10
2,3,3,3,7,72582,11
2,1,1,1,1,14557,0
2,1,1,1,1,11544,1
2,3,3,3,7,85655,7
2,3,3,3,5,62437,12
1,2,3,2,7,77955,4
2,2,2,3,3,42917,7
2,3,2,2,4,32023,5
1,2,3,2,6,90170,4
1,3,2,2,4,34609,3
1,3,2,2,4,35470,3
2,1,1,1,2,25298,0
1,3,2,2,2,52162,5
1,1,3,1,3,65414,1
1,2,2,3,3,41071,13
1,2,3,2,7,70510,4
2,3,3,3,5,90423,7
2,2,2,3,4,52298,11
2,2,1,2,5,15708,3
1,2,3,2,6,63808,4
1,1,3,1,4,62838,1
1,1,1,1,1,24361,1
2,3,3,3,6,66131,12
2,2,1,2,3,21011,5
1,1,1,1,1,28313,0
1,2,2,3,1,56526,7
1,2,3,2,7,98398,3
2,2,2,3,1,34871,8
1,1,1,1,1,19731,0
1,2,3,2,7,84281,5
2,1,1,1,1,11943,0
2,3,2,2,4,43358,3
1,1,1,1,2,13368,1
1,2,3,2,7,86434,3
2,1,1,1,2,19901,1
2,2,2,3,4,45819,10
1,2,2,3,3,41775,12
2,2,1,2,4,21686,4
1,2,3,2,6,69666,3
2,2,2,3,1,55525,7
1,1,1,1,2,14311,0
2,3,2,2,6,48647,5
2,3,2,2,2,32279,4
1,2,2,3,3,58489,13
1,2,3,2,6,66221,4
1,3,2,2,6,39996,5
2,2,1,2,4,25020,4
2,3,2,2,4,57780,4
1,2,3,2,6,93795,4
2,3,3,3,6,75384,14
2,3,3,3,7,84438,14
1,3,2,2,2,32470,3
2,3,2,2,4,30639,4
2,2,2,3,4,53390,9
1,1,3,1,5,82544,1
2,3,2,2,4,57228,4
1,3,2,2,2,31601,5
2,3,2,2,2,44755,3
1,3,2,2,2,40114,3
1,1,1,1,1,10186,0
2,2,1,2,5,27345,3
2,2,1,2,4,10017,3
1,2,2,3,4,38411,11
2,3,3,3,6,71593,14
2,2,2,3,3,58423,8
1,1,3,1,3,64711,0
1,1,3,1,4,87018,0
1,2,3,2,6,99831,3
2,1,1,1,2,15880,0
1,2,3,2,7,70083,3
1,1,3,1,5,63407,0
1,2,3,2,7,71064,4
2,1,1,1,2,27516,0
1,1,1,1,1,16952,1
1,1,3,1,5,94708,0
2,1,1,1,1,20491,1
2,3,2,2,6,39556,5
1,2,2,3,1,57907,11
2,1,1,1,2,21233,0
2,3,3,3,6,83092,10
2,2,2,3,4,42114,10
1,2,2,3,4,50737,11
1,3,2,2,4,32186,3
2,2,1,2,5,17792,5
1,3,2,2,4,58610,4
1,2,3,2,6,94536,5
2,2,1,2,3,12731,3
1,2,2,3,1,55951,8
2,1,1,1,1,25662,1
1,1,3,1,4,78703,1
1,1,1,1,2,17619,0
1,1,1,1,2,15649,0
2,2,1,2,5,19652,4
1,2,3,2,6,64280,4
2,2,1,2,5,29564,5
2,2,1,2,3,18202,5
1,1,3,1,4,79670,0
2,2,1,2,5,27655,4
1,1,1,1,1,20658,1
2,1,1,1,1,16795,1
2,2,2,3,1,52566,14
1,1,3,1,3,66118,1
2,3,2,2,6,42619,3
1,3,2,2,2,31141,5
1,2,3,2,7,70464,4
2,2,1,2,3,18036,5
2,3,2,2,4,40331,4
1,1,3,1,4,64186,1
2,3,2,2,2,34316,5
1,2,3,2,6,60334,4
1,1,3,1,3,79095,1
2,1,1,1,2,24449,0
2,2,2,3,3,49414,7
2,1,1,1,1,12688,1
2,3,2,2,4,38141,3
2,3,2,2,4,54271,5
1,1,3,1,5,80347,1
1,1,1,1,1,13083,1
2,2,1,2,4,19945,5
2,1,1,1,1,28355,1
1,3,2,2,2,44700,4
2,2,2,3,1,50159,13
1,2,3,2,6,88216,5
2,2,1,2,4,15215,5
1,2,3,2,6,73788,3
2,2,1,2,4,19857,3
1,2,2,3,4,56508,12
2,3,2,2,6,56032,5
2,3,3,3,7,93346,9
1,1,1,1,2,16004,0
2,1,1,1,2,15807,0
1,2,2,3,1,50943,8
2,1,1,1,1,16641,1
2,3,3,3,5,82600,12
2,3,3,3,5,91415,9
1,1,1,1,2,19684,0
2,2,1,2,3,17907,3
1,1,1,1,1,17152,0
1,1,1,1,1,13409,1
1,1,3,1,3,63032,1
2,3,3,3,7,86338,13
1,2,3,2,6,83532,4
1,3,2,2,2,37477,3
2,3,2,2,4,43953,4
1,2,2,3,3,42525,8
1,1,3,1,5,63289,1
2,3,3,3,5,71723,11
2,3,3,3,7,70543,7
2,3,2,2,6,40185,4
2,3,3,3,6,94570,8
2,3,2,2,6,33592,4
1,2,3,2,7,93926,3
2,2,1,2,5,22862,4
1,2,2,3,1,46634,12
1,1,1,1,1,14689,1
2,3,2,2,2,51623,5
1,1,3,1,4,78773,1
1,2,2,3,1,56972,13
1,1,3,1,5,71322,1
1,2,2,3,4,58604,9
1,2,3,2,6,99382,5
1,3,2,2,2,45466,5
2,2,2,3,4,52476,14
1,1,1,1,1,13479,0
1,2,2,3,1,49709,9
2,2,1,2,3,26494,5
2,1,1,1,1,17050,0
1,1,3,1,4,71926,1
1,2,3,2,7,93586,5
1,2,2,3,3,45651,10
2,2,2,3,4,38051,10
1,2,2,3,4,45926,8
1,2,3,2,6,91567,4
2,1,1,1,2,11863,0
2,3,3,3,6,62100,13
2,3,2,2,2,47501,5
1,1,1,1,1,23315,1
2,1,1,1,2,12907,1
2,3,3,3,7,99987,13
1,1,1,1,1,22910,0
2,2,2,3,3,37854,8
2,2,1,2,5,13338,5
2,2,2,3,1,42987,14
1,2,3,2,6,85148,5
2,3,3,3,7,76448,10
2,3,2,2,2,30570,3
1,2,2,3,4,43993,13
1,2,3,2,6,67225,4
2,3,3,3,7,64087,9
1,2,3,2,6,90721,4
1,1,3,1,3,65226,1
2,3,2,2,4,31954,5
1,1,1,1,2,23919,0
2,2,2,3,3,44649,13
1,3,2,2,4,46820,3
1,3,2,2,2,40332,3
1,2,3,2,7,83178,3
2,2,1,2,5,15349,3
1,1,3,1,4,77248,1
2,3,3,3,5,64311,12
1,2,2,3,1,41915,11
1,1,1,1,1,17567,0
2,1,1,1,1,26278,1
2,3,2,2,6,37029,4
1,1,3,1,4,67601,0
2,2,2,3,3,46441,11
2,2,1,2,5,15757,3
1,2,2,3,4,30751,14
2,3,3,3,5,65774,10
2,3,2,2,4,59875,3
2,2,2,3,3,47965,13
2,1,1,1,1,10659,1
2,3,3,3,7,97179,11
1,3,2,2,2,55966,3
2,3,3,3,5,83975,10
1,3,2,2,4,59235,5
1,1,1,1,2,12497,1
1,1,1,1,2,16354,1
1,3,2,2,2,55484,4
2,2,1,2,5,18745,5
2,3,3,3,7,87998,13
1,2,3,2,6,90223,3
2,3,2,2,4,57997,3
2,1,1,1,1,11047,0
2,1,1,1,2,25890,0
2,3,3,3,6,88896,11
2,3,2,2,4,37544,5
2,1,1,1,1,29045,0
1,3,2,2,2,42454,5
1,1,3,1,3,81136,0
1,2,3,2,6,94091,5
1,1,1,1,2,27883,0
2,3,2,2,6,52361,4
1,1,3,1,3,95850,1
1,2,3,2,6,80272,3
2,3,2,2,4,36076,4
1,3,2,2,2,41841,4
2,2,1,2,5,17390,5
1,3,2,2,4,42128,5
1,2,3,2,6,98616,4
2,1,1,1,1,21382,0
1,3,2,2,4,47750,5
1,1,1,1,2,27861,0
1,1,3,1,4,96893,0
1,3,2,2,6,34746,3
1,2,3,2,7,86018,5
1,2,2,3,3,53372,7
2,3,3,3,7,67699,13
1,3,2,2,2,58354,5
2,1,1,1,2,12341,1
1,3,2,2,2,41824,5
1,3,2,2,2,57419,4
1,3,2,2,2,47681,3
1,1,3,1,5,67199,0
1,2,3,2,7,67567,4
2,3,2,2,4,35601,4
2,3,2,2,6,44890,3
2,2,2,3,3,43338,13
1,2,3,2,7,75438,5
1,2,3,2,6,68847,4
1,2,2,3,1,42192,10
2,3,3,3,6,97884,8
1,2,2,3,4,57624,11
1,2,3,2,6,64270,3
1,1,3,1,5,82955,1
2,3,3,3,6,86786,13
1,2,3,2,7,93590,4
1,2,2,3,3,36443,8
1,2,2,3,4,36602,8
1,1,3,1,4,62174,1
2,3,3,3,7,88194,7
1,2,2,3,4,50519,11
2,1,1,1,2,22296,0
2,3,2,2,4,42206,4
1,2,2,3,3,52930,13
1,1,1,1,1,28657,1
2,1,1,1,2,25117,0
1,2,3,2,7,93179,5
2,1,1,1,2,18655,0
2,2,2,3,4,44383,11
2,3,2,2,2,53775,5
1,2,3,2,7,91663,5
2,1,1,1,2,15496,0
1,2,3,2,6,91625,5
2,3,2,2,2,58521,5
1,3,2,2,2,39693,3
2,3,3,3,7,68604,8
1,2,3,2,6,89231,4
2,2,1,2,3,29661,4
1,2,3,2,6,71525,5
1,2,3,2,6,92765,5
2,2,2,3,4,45260,10
2,3,3,3,7,60305,13
2,2,1,2,5,13083,5
1,1,1,1,1,19536,0
2,1,1,1,2,23269,1
2,3,2,2,6,45303,3
2,2,1,2,5,21601,4
1,2,3,2,6,91551,3
2,3,2,2,4,48301,5
1,2,3,2,6,87426,5
1,3,2,2,2,56971,5
2,2,1,2,4,23276,5
1,2,2,3,1,31327,11
2,2,2,3,3,36644,13
1,2,3,2,6,93871,3
1,2,2,3,3,47093,8
2,3,3,3,7,65993,13
2,1,1,1,2,28106,0
1,1,3,1,5,78431,1
1,3,2,2,4,58286,4
1,2,3,2,7,68090,5
2,2,1,2,5,24846,3
2,3,3,3,5,75407,10
2,3,2,2,4,58111,3
2,3,3,3,6,79219,12
1,1,3,1,3,72405,1
1,3,2,2,4,52393,3
1,2,2,3,1,47810,9
1,3,2,2,2,49253,3
1,2,3,2,7,86361,3
2,1,1,1,1,23769,1
1,1,3,1,5,69631,0
1,1,3,1,3,95500,0
2,1,1,1,1,18202,1
1,1,1,1,1,18788,1
2,2,2,3,3,43528,10
1,1,3,1,3,90877,1
1,2,3,2,6,96692,5
2,3,3,3,6,73678,13
1,2,3,2,7,95853,3
1,2,3,2,7,86173,4
1,2,2,3,3,30140,8
2,1,1,1,2,10837,0
2,2,1,2,4,13709,4
1,1,1,1,1,23439,1
1,1,3,1,3,75672,1
2,3,2,2,2,49849,3
1,1,1,1,2,14433,0
1,2,2,3,3,42620,11
2,3,2,2,2,51277,5
1,2,3,2,6,77639,3
2,3,3,3,7,94726,7
2,1,1,1,1,11704,0
2,1,1,1,2,12409,1
2,1,1,1,2,14140,0
2,3,2,2,6,31230,3
2,3,2,2,2,49280,5
2,2,2,3,4,33066,10
1,3,2,2,6,54198,4
2,2,2,3,4,52106,11
1,1,1,1,1,16561,0
2,2,1,2,5,14144,4
2,3,3,3,6,95002,7
1,1,3,1,3,92373,1
2,2,2,3,3,46068,10
1,3,2,2,4,39246,3
1,2,2,3,1,39810,7
2,3,3,3,5,62509,12
1,2,3,2,6,85290,3
2,1,1,1,1,24264,0
1,3,2,2,6,59857,4
2,3,3,3,7,90778,11
1,2,3,2,6,62953,4
1,3,2,2,2,32016,5
1,2,3,2,6,70144,5
2,3,3,3,7,86086,13
2,3,2,2,4,40978,3
2,3,2,2,6,33347,5
1,2,2,3,4,42093,8
1,3,2,2,2,33087,5
2,2,1,2,3,11063,4
2,3,2,2,4,30742,5
1,2,3,2,7,93822,5
1,1,1,1,1,29447,0
1,1,1,1,2,23390,1
2,1,1,1,2,13768,0
2,3,2,2,2,59654,3
2,3,2,2,4,49409,3
2,2,2,3,4,45363,14
2,2,1,2,3,19840,4
2,3,2,2,6,59229,5
1,2,3,2,7,76563,4
1,3,2,2,4,57298,5
1,1,3,1,3,71043,0
2,2,2,3,4,42854,9
2,2,1,2,4,16032,5
2,3,2,2,6,53987,5
2,2,2,3,4,57761,14
1,3,2,2,2,51914,4
2,2,1,2,3,26231,4
1,3,2,2,4,46966,4
2,1,1,1,1,12421,1
2,3,2,2,4,50679,4
1,2,2,3,4,36867,8
2,2,2,3,1,45573,8
2,1,1,1,1,11043,0
1,2,3,2,7,61094,3
2,2,2,3,1,33928,9
1,1,1,1,1,17812,0
2,3,2,2,2,48875,5
2,2,1,2,3,27419,4
2,1,1,1,1,22112,0
1,3,2,2,6,51931,3
1,1,1,1,1,19915,0
2,2,2,3,4,57855,11
2,3,2,2,6,57840,4
2,3,2,2,6,58431,5
1,2,2,3,3,45484,14
2,3,2,2,2,48819,4
1,2,2,3,4,31933,9
1,3,2,2,4,45396,3
1,3,2,2,4,48569,4
2,2,1,2,5,25111,3
1,2,3,2,6,65625,5
1,1,3,1,3,97524,0
1,2,3,2,6,68643,4
1,3,2,2,2,34832,4
2,2,2,3,3,39968,11
1,3,2,2,6,31034,5
2,1,1,1,1,21859,1
1,2,3,2,7,84612,4
2,3,2,2,2,51644,3
2,2,1,2,5,24024,3
2,2,2,3,3,38289,11
1,1,3,1,3,89093,1
1,2,3,2,7,93397,4
2,1,1,1,1,20723,0
2,2,2,3,4,42426,9
1,1,3,1,5,69895,0
1,1,3,1,5,97306,0
2,1,1,1,1,23944,1
1,2,3,2,7,91149,3
1,2,3,2,7,82741,4
1,1,1,1,2,17523,0
2,3,2,2,6,31053,4
2,1,1,1,2,13038,1
2,1,1,1,1,10598,1
1,1,1,1,1,10404,1
1,1,1,1,2,14606,1
1,2,3,2,7,98578,5
1,2,2,3,1,57281,10
2,1,1,1,2,24125,1
1,1,3,1,4,81677,0
1,2,2,3,1,30802,13
1,2,3,2,6,70055,3
2,2,2,3,4,34819,8
2,3,2,2,2,32732,5
1,2,3,2,7,82139,4
2,3,3,3,6,84642,12
1,1,1,1,2,10155,1
1,2,3,2,7,67273,4
1,1,1,1,1,10767,1
2,1,1,1,1,15814,1
1,3,2,2,4,49713,4
2,2,2,3,1,53393,8
2,2,2,3,4,46555,10
1,3,2,2,2,52709,3
1,2,3,2,6,89689,4
2,3,2,2,4,56060,3
1,2,2,3,1,42771,8
1,3,2,2,6,52287,5
1,1,1,1,2,12581,0
2,2,1,2,3,17886,4
2,2,2,3,3,43271,8
1,1,3,1,5,79983,0
1,3,2,2,2,34831,4
2,2,2,3,4,58671,8
2,2,1,2,3,15112,5
2,3,2,2,6,45305,3
1,2,2,3,4,59554,12
2,2,1,2,4,22720,5
1,3,2,2,4,51718,4
2,2,1,2,5,25146,3
1,1,1,1,1,17625,1
1,2,3,2,6,65164,3
2,2,1,2,3,19478,5
1,2,3,2,7,71379,3
1,3,2,2,6,41390,3
2,3,3,3,6,70424,13
2,1,1,1,2,19053,0
2,3,3,3,6,83984,9
2,1,1,1,1,22001,1
1,3,2,2,4,52982,3
1,3,2,2,6,35298,4
1,2,2,3,1,54287,12
1,1,1,1,1,22482,0
1,2,3,2,7,61793,3
1,1,3,1,3,69276,0
2,3,3,3,5,64790,12
1,2,3,2,6,98871,3
1,1,1,1,1,22298,0
2,3,2,2,4,55855,3
2,2,1,2,3,26810,4
1,3,2,2,2,33719,3
2,1,1,1,1,27236,0
2,3,3,3,6,88077,7
2,3,3,3,5,90123,11
1,3,2,2,4,30150,3
2,2,1,2,5,22327,3
2,1,1,1,1,17289,1
1,2,2,3,1,38431,10
1,1,1,1,1,12151,1
2,1,1,1,2,17468,0
2,2,1,2,3,12906,4
1,2,3,2,6,63862,5
1,1,1,1,2,10708,0
1,2,2,3,1,59374,9
2,3,2,2,6,42863,3
2,3,2,2,4,55330,5
2,2,2,3,1,38727,7
2,2,1,2,3,10927,5
2,3,3,3,7,72017,12
1,2,3,2,7,90018,4
2,3,2,2,2,52126,3
1,3,2,2,2,39263,5
2,2,1,2,5,22143,5
1,2,2,3,3,49106,8
1,1,3,1,4,64742,1
2,2,1,2,4,28700,3
2,1,1,1,1,17215,1
1,1,1,1,2,24101,1
2,3,2,2,6,50097,4
1,1,3,1,4,92137,0
1,1,3,1,4,84743,0
2,2,2,3,3,37613,13
1,1,1,1,1,17037,0
2,2,1,2,5,27889,3
2,2,1,2,5,27812,5
1,2,2,3,1,50682,11
2,2,2,3,3,54669,9
2,1,1,1,1,26446,1
1,2,3,2,7,92404,4
2,3,2,2,4,49184,5
2,2,1,2,4,26747,5
2,2,2,3,3,48581,13
1,2,3,2,7,91760,3
1,2,2,3,4,47159,14
1,1,3,1,5,71274,1
1,1,3,1,4,89784,0
1,3,2,2,4,44554,4
1,1,1,1,2,17863,0
1,1,1,1,1,22603,1
1,1,3,1,4,79595,0
1,2,3,2,7,65781,4
1,1,1,1,2,15867,1
1,1,1,1,2,23653,1
1,1,1,1,1,14677,0
1,3,2,2,4,49239,3
2,3,2,2,6,53175,4
1,1,1,1,2,16152,1
2,2,1,2,5,11787,5
2,2,1,2,3,28771,4
2,1,1,1,2,17308,0
2,3,2,2,4,39443,3
1,2,3,2,7,60578,3
2,2,1,2,3,17411,3
1,1,3,1,5,74799,1
1,2,2,3,4,58476,10
1,1,1,1,1,19716,0
2,3,3,3,7,84620,9
2,2,2,3,4,58925,10
2,3,3,3,6,78644,13
1,2,3,2,7,78657,3
1,2,3,2,6,62507,3
2,3,3,3,6,90702,10
2,1,1,1,1,17852,0
1,1,3,1,3,61611,0
1,3,2,2,4,43281,4
2,2,1,2,3,28770,4
1,1,3,1,3,60918,1
2,3,2,2,6,52954,5
1,1,1,1,1,21900,1
1,2,3,2,7,73912,4
2,2,1,2,5,25708,5
1,2,2,3,3,47133,11
2,3,2,2,6,34852,4
2,2,1,2,5,17944,3
2,3,2,2,2,57256,3
2,3,3,3,7,68663,10
2,1,1,1,1,24098,1
2,3,2,2,2,50532,4
2,2,2,3,3,54353,9
1,3,2,2,6,55373,3
2,3,2,2,2,56874,3
2,3,2,2,2,33251,3
